sample.starF	FusionName.StarF	JunctionReadCount	SpanningFragCount	est_J	est_S	SpliceType	LeftGene	LeftBreakpoint	RightGene	RightBreakpoint	LargeAnchorSupport	FFPM	LeftBreakDinuc	LeftBreakEntropy	RightBreakDinuc	RightBreakEntropy	annots	lex_ordered_fusion_name	proxy_fusion_name.starF	LR_progs	num_LR_progs	type	FusionName.LR	sample.arriba	gene1	gene2	confidence	split_reads1	split_reads2	discordant_mates	FusionName.arriba	proxy_fusion_name.arriba	has_long_read_support	progs	left_gene_coords	right_gene_coords	priority_fusion_name
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DMS53|KRT7--SMIM41	NA	NA	NA	no_LR_pred	NA	DMS53	KRT7	SMIM41	high	7	12	15	KRT7--SMIM41	NA	FALSE	arriba	chr12:52232520-52252186	NA	KRT7--SMIM41
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DMS53|LINC01237--TBC1D3P5(20741),KSR1(4106)	NA	NA	NA	no_LR_pred	NA	DMS53	LINC01237	TBC1D3P5(20741),KSR1(4106)	high	7	20	13	LINC01237--TBC1D3P5(20741),KSR1(4106)	NA	FALSE	arriba	chr2:241881363-242078722	NA	LINC01237--TBC1D3P5(20741),KSR1(4106)
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DMS53|SLC9A2--SLC9A4(38493),SLC9A2(47088)	NA	NA	NA	no_LR_pred	NA	DMS53	SLC9A4(38493),SLC9A2(47088)	SLC9A2	high	1	20	4	SLC9A4(38493),SLC9A2(47088)--SLC9A2	NA	FALSE	arriba	chr2:102619707-102711318	NA	SLC9A4(38493),SLC9A2(47088)--SLC9A2
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DMS53|CEP63--HMGN1P9(47293),HMGB3P13(4818)	NA	NA	NA	no_LR_pred	NA	DMS53	HMGN1P9(47293),HMGB3P13(4818)	CEP63	high	4	12	8	HMGN1P9(47293),HMGB3P13(4818)--CEP63	NA	FALSE	arriba	chr3:134485743-134575017	NA	HMGN1P9(47293),HMGB3P13(4818)--CEP63
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DMS53|R3HCC1L--RRP12	NA	JAFFAL,LongGF,ctat-LR-fusion,fusionseeker	4	shared_LR_pred	RRP12--R3HCC1L	DMS53	RRP12	R3HCC1L	high	8	3	4	RRP12--R3HCC1L	DMS53|RRP12--R3HCC1L	TRUE	arriba	chr10:98134624-98244897	chr10:97356358-97426076	RRP12--R3HCC1L
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DMS53|PCDH15--RP11-107C16.2	NA	NA	NA	no_LR_pred	NA	DMS53	RP11-107C16.2	PCDH15	high	4	3	6	RP11-107C16.2--PCDH15	NA	FALSE	arriba	chr10:53802771-55627942	chr10:122818816-122826449	RP11-107C16.2--PCDH15
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DMS53|ANKRD18B--CNTNAP3B	NA	fusionseeker	1	unique_LR_pred	ANKRD18B--CNTNAP3B	DMS53	ANKRD18B	CNTNAP3B	high	4	3	6	ANKRD18B--CNTNAP3B	DMS53|ANKRD18B--CNTNAP3B	TRUE	arriba	chr9:33524394-33573009	chr9:41890314-42129510	ANKRD18B--CNTNAP3B
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DMS53|FAM24B--PCDH15	NA	LongGF,fusionseeker	2	shared_LR_pred	PCDH15--FAM24B	DMS53	FAM24B	PCDH15	high	4	3	6	FAM24B--PCDH15	DMS53|PCDH15--FAM24B	TRUE	arriba	chr10:122849078-122879641	chr10:53802771-55627942	FAM24B--PCDH15
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DMS53|TMEM131--TMEM131(53044),VWA3B(38124)	NA	NA	NA	no_LR_pred	NA	DMS53	TMEM131	TMEM131(53044),VWA3B(38124)	high	8	1	4	TMEM131--TMEM131(53044),VWA3B(38124)	NA	FALSE	arriba	chr2:97756333-97995891	NA	TMEM131--TMEM131(53044),VWA3B(38124)
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DMS53|ACKR3(142309),AC011286.1(8626)--ASB1	NA	NA	NA	no_LR_pred	NA	DMS53	ASB1	ACKR3(142309),AC011286.1(8626)	high	3	6	3	ASB1--ACKR3(142309),AC011286.1(8626)	NA	FALSE	arriba	NA	chr2:238426742-238452250	ASB1--ACKR3(142309),AC011286.1(8626)
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DMS53|DEUP1--MYLK	NA	NA	NA	no_LR_pred	NA	DMS53	DEUP1	MYLK	high	2	4	4	DEUP1--MYLK	NA	FALSE	arriba	NA	chr3:123610049-123884331	DEUP1--MYLK
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DMS53|AC009508.1(6903),RNA5SP228(228467)--STK31	NA	NA	NA	no_LR_pred	NA	DMS53	STK31	AC009508.1(6903),RNA5SP228(228467)	high	1	9	0	STK31--AC009508.1(6903),RNA5SP228(228467)	NA	FALSE	arriba	NA	chr7:23710167-23832513	STK31--AC009508.1(6903),RNA5SP228(228467)
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DMS53|ACO1--HMGB3P23(327952),RNA5SP281(320446)	NA	NA	NA	no_LR_pred	NA	DMS53	HMGB3P23(327952),RNA5SP281(320446)	ACO1	high	1	3	5	HMGB3P23(327952),RNA5SP281(320446)--ACO1	NA	FALSE	arriba	chr9:32384603-32454769	NA	HMGB3P23(327952),RNA5SP281(320446)--ACO1
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DMS53|NSD3--RP11-144A16.8	NA	NA	NA	no_LR_pred	NA	DMS53	NSD3	RP11-144A16.8	high	2	7	0	NSD3--RP11-144A16.8	NA	FALSE	arriba	NA	chr9:60943311-60964185	NSD3--RP11-144A16.8
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DMS53|NLRP1--STAT5B(9936),STAT5A(904)	NA	NA	NA	no_LR_pred	NA	DMS53	NLRP1	STAT5B(9936),STAT5A(904)	high	1	6	0	NLRP1--STAT5B(9936),STAT5A(904)	NA	FALSE	arriba	chr17:5499427-5619424	NA	NLRP1--STAT5B(9936),STAT5A(904)
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DMS53|BTBD9--CTD-2195H9.1	NA	NA	NA	no_LR_pred	NA	DMS53	BTBD9	CTD-2195H9.1	high	1	4	2	BTBD9--CTD-2195H9.1	NA	FALSE	arriba	chr6:38168451-38640148	NA	BTBD9--CTD-2195H9.1
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DMS53|NSD3--RP11-366N18.5(10970),RP11-286O1.1(6923)	NA	NA	NA	no_LR_pred	NA	DMS53	NSD3	RP11-366N18.5(10970),RP11-286O1.1(6923)	high	0	6	1	NSD3--RP11-366N18.5(10970),RP11-286O1.1(6923)	NA	FALSE	arriba	NA	NA	NSD3--RP11-366N18.5(10970),RP11-286O1.1(6923)
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DMS53|POC1B--RP11-202H2.1	NA	NA	NA	no_LR_pred	NA	DMS53	POC1B	RP11-202H2.1	high	0	5	2	POC1B--RP11-202H2.1	NA	FALSE	arriba	chr12:89419718-89526024	chr12:86599578-86838998	POC1B--RP11-202H2.1
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DMS53|MGAT4C--POC1B-GALNT4	NA	NA	NA	no_LR_pred	NA	DMS53	POC1B-GALNT4	MGAT4C	high	0	5	1	POC1B-GALNT4--MGAT4C	NA	FALSE	arriba	chr12:85955666-86838904	chr12:89519408-89526262	POC1B-GALNT4--MGAT4C
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DMS53|Y_RNA(35428),ALG10B(6785)--YAF2	NA	NA	NA	no_LR_pred	NA	DMS53	YAF2	Y_RNA(35428),ALG10B(6785)	high	2	1	3	YAF2--Y_RNA(35428),ALG10B(6785)	NA	FALSE	arriba	NA	chr12:42157104-42238349	YAF2--Y_RNA(35428),ALG10B(6785)
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DMS53|RN7SL379P(39931),RP5-961K14.2(7086)--TDRD5	NA	NA	NA	no_LR_pred	NA	DMS53	RN7SL379P(39931),RP5-961K14.2(7086)	TDRD5	high	3	3	0	RN7SL379P(39931),RP5-961K14.2(7086)--TDRD5	NA	FALSE	arriba	NA	chr1:179591613-179691272	RN7SL379P(39931),RP5-961K14.2(7086)--TDRD5
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DMS53|ARMCX1--TANK-AS1	NA	NA	NA	no_LR_pred	NA	DMS53	TANK-AS1	ARMCX1	high	1	5	0	TANK-AS1--ARMCX1	NA	FALSE	arriba	chrX:101550531-101554700	NA	TANK-AS1--ARMCX1
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DMS53|ENSG10010139793.1(50257),R3HCC1L(7946)--RRP12	NA	NA	NA	no_LR_pred	NA	DMS53	RRP12	ENSG10010139793.1(50257),R3HCC1L(7946)	high	3	1	1	RRP12--ENSG10010139793.1(50257),R3HCC1L(7946)	NA	FALSE	arriba	NA	chr10:97356358-97426076	RRP12--ENSG10010139793.1(50257),R3HCC1L(7946)
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DMS53|BAZ2B--RP11-327J6.1(642114),RP11-338I24.1(104813)	NA	NA	NA	no_LR_pred	NA	DMS53	BAZ2B	RP11-327J6.1(642114),RP11-338I24.1(104813)	high	0	1	4	BAZ2B--RP11-327J6.1(642114),RP11-338I24.1(104813)	NA	FALSE	arriba	chr2:159318979-159616692	NA	BAZ2B--RP11-327J6.1(642114),RP11-338I24.1(104813)
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DMS53|POC1B-GALNT4--RP11-202H2.1	NA	NA	NA	no_LR_pred	NA	DMS53	POC1B-GALNT4	RP11-202H2.1	high	0	4	1	POC1B-GALNT4--RP11-202H2.1	NA	FALSE	arriba	chr12:89519408-89526262	chr12:86599578-86838998	POC1B-GALNT4--RP11-202H2.1
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DMS53|AGAP1--IQCA1	NA	fusionseeker	1	unique_LR_pred	AGAP1--IQCA1	DMS53	AGAP1	IQCA1	high	0	1	3	AGAP1--IQCA1	DMS53|AGAP1--IQCA1	TRUE	arriba	chr2:235494089-236131800	chr2:236324147-236507542	AGAP1--IQCA1
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DMS53|PEX5L(73554),RNA5SP149(51279)--TRAK2	NA	NA	NA	no_LR_pred	NA	DMS53	TRAK2	PEX5L(73554),RNA5SP149(51279)	high	1	1	2	TRAK2--PEX5L(73554),RNA5SP149(51279)	NA	FALSE	arriba	NA	chr2:201377207-201451611	TRAK2--PEX5L(73554),RNA5SP149(51279)
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DMS53|TTC28--ZNRF3	NA	NA	NA	no_LR_pred	NA	DMS53	ZNRF3	TTC28	high	0	1	2	ZNRF3--TTC28	NA	FALSE	arriba	chr22:27978014-28679865	chr22:28883592-29057487	ZNRF3--TTC28
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DMS53|HDAC4--TWIST2	NA	NA	NA	no_LR_pred	NA	DMS53	HDAC4	TWIST2	high	1	0	2	HDAC4--TWIST2	NA	FALSE	arriba	chr2:239048168-239401654	chr2:238848032-238910543	HDAC4--TWIST2
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DMS53|RP11-107C16.2--RP11-449J3.3(9423),PCDH15(26734)	NA	NA	NA	no_LR_pred	NA	DMS53	RP11-107C16.2	RP11-449J3.3(9423),PCDH15(26734)	high	1	1	1	RP11-107C16.2--RP11-449J3.3(9423),PCDH15(26734)	NA	FALSE	arriba	chr10:122818816-122826449	NA	RP11-107C16.2--RP11-449J3.3(9423),PCDH15(26734)
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DMS53|FAM24B--RP11-449J3.3(9423),PCDH15(26734)	NA	NA	NA	no_LR_pred	NA	DMS53	FAM24B	RP11-449J3.3(9423),PCDH15(26734)	high	1	1	1	FAM24B--RP11-449J3.3(9423),PCDH15(26734)	NA	FALSE	arriba	chr10:122849078-122879641	NA	FAM24B--RP11-449J3.3(9423),PCDH15(26734)
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HCC1187|NUP188--NUP188	NA	NA	NA	no_LR_pred	NA	HCC1187	NUP188	NUP188	high	152	91	47	NUP188--NUP188	NA	FALSE	arriba	chr9:128947699-129007096	chr9:128947699-129007096	NUP188--NUP188
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HCC1187|GEMIN2--MIA2	NA	NA	NA	no_LR_pred	NA	HCC1187	MIA2	GEMIN2	high	87	54	49	MIA2--GEMIN2	NA	FALSE	arriba	chr14:39114223-39136973	chr14:39230231-39253655	MIA2--GEMIN2
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HCC1187|BSDC1--MDGA1	NA	fusionseeker	1	unique_LR_pred	BSDC1--MDGA1	HCC1187	BSDC1	MDGA1	high	1	163	0	BSDC1--MDGA1	HCC1187|BSDC1--MDGA1	TRUE	arriba	chr1:32365103-32394731	chr6:37630679-37699306	BSDC1--MDGA1
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HCC1187|ENAH--PLEKHA6	NA	fusionseeker	1	unique_LR_pred	PLEKHA6--ENAH	HCC1187	PLEKHA6	ENAH	high	14	45	26	PLEKHA6--ENAH	HCC1187|PLEKHA6--ENAH	TRUE	arriba	chr1:225486835-225653142	chr1:204218851-204377665	PLEKHA6--ENAH
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HCC1187|ENAH--PLEKHA6	NA	fusionseeker	1	unique_LR_pred	PLEKHA6--ENAH	HCC1187	PLEKHA6	ENAH	high	2	0	27	PLEKHA6--ENAH	HCC1187|PLEKHA6--ENAH	TRUE	arriba	chr1:225486835-225653142	chr1:204218851-204377665	PLEKHA6--ENAH
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HCC1187|DAG1--RHOA	NA	LongGF,fusionseeker,pbfusion	3	shared_LR_pred	RHOA--DAG1	HCC1187	RHOA	DAG1	high	19	37	13	RHOA--DAG1	HCC1187|RHOA--DAG1	TRUE	arriba	chr3:49468703-49535618	chr3:49359145-49412998	RHOA--DAG1
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HCC1187|HACD2--MYLK	NA	NA	NA	no_LR_pred	NA	HCC1187	HACD2	MYLK	high	18	6	14	HACD2--MYLK	NA	FALSE	arriba	NA	chr3:123610049-123884331	HACD2--MYLK
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HCC1187|SAE1--ZC3H4	NA	NA	NA	no_LR_pred	NA	HCC1187	SAE1	ZC3H4	high	7	12	18	SAE1--ZC3H4	NA	FALSE	arriba	chr19:47113274-47210636	chr19:47064187-47113752	SAE1--ZC3H4
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HCC1187|CD2AP--RP11-157D6.2	NA	NA	NA	no_LR_pred	NA	HCC1187	CD2AP	RP11-157D6.2	high	12	14	9	CD2AP--RP11-157D6.2	NA	FALSE	arriba	chr6:47477789-47627263	NA	CD2AP--RP11-157D6.2
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HCC1187|GTF2IP1--SEC22B4P	NA	NA	NA	no_LR_pred	NA	HCC1187	SEC22B4P	GTF2IP1	high	6	17	9	SEC22B4P--GTF2IP1	NA	FALSE	arriba	chr7:75185385-75237696	NA	SEC22B4P--GTF2IP1
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HCC1187|MEX3C--MEX3C(44495),RNU1-46P(20905)	NA	NA	NA	no_LR_pred	NA	HCC1187	MEX3C	MEX3C(44495),RNU1-46P(20905)	high	2	24	0	MEX3C--MEX3C(44495),RNU1-46P(20905)	NA	FALSE	arriba	chr18:51174550-51218304	NA	MEX3C--MEX3C(44495),RNU1-46P(20905)
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HCC1187|HIVEP1--OFCC1	NA	fusionseeker	1	unique_LR_pred	OFCC1--HIVEP1	HCC1187	HIVEP1	OFCC1	high	1	13	9	HIVEP1--OFCC1	HCC1187|OFCC1--HIVEP1	TRUE	arriba	chr6:12008762-12164999	chr6:9596110-10211608	HIVEP1--OFCC1
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HCC1187|ENAH--PIK3C2B(8070),MDM4(13504)	NA	NA	NA	no_LR_pred	NA	HCC1187	ENAH	PIK3C2B(8070),MDM4(13504)	high	3	6	12	ENAH--PIK3C2B(8070),MDM4(13504)	NA	FALSE	arriba	chr1:225486835-225653142	NA	ENAH--PIK3C2B(8070),MDM4(13504)
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HCC1187|ANKRD40--ANKRD40CL	NA	NA	NA	no_LR_pred	NA	HCC1187	ANKRD40	ANKRD40CL	high	5	14	1	ANKRD40--ANKRD40CL	NA	FALSE	arriba	chr17:50693190-50707924	NA	ANKRD40--ANKRD40CL
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HCC1187|LINC01182--RAB28	NA	fusionseeker	1	unique_LR_pred	RAB28--LINC01182	HCC1187	RAB28	LINC01182	high	2	6	11	RAB28--LINC01182	HCC1187|RAB28--LINC01182	TRUE	arriba	chr4:13655179-13977075	chr4:13361354-13484365	RAB28--LINC01182
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HCC1187|EHF--RP4-594L9.2(1227),LINC02707(11725)	NA	NA	NA	no_LR_pred	NA	HCC1187	RP4-594L9.2(1227),LINC02707(11725)	EHF	high	5	12	2	RP4-594L9.2(1227),LINC02707(11725)--EHF	NA	FALSE	arriba	chr11:34621093-34661057	NA	RP4-594L9.2(1227),LINC02707(11725)--EHF
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HCC1187|LRMDA--POLR3A	NA	NA	NA	no_LR_pred	NA	HCC1187	POLR3A	LRMDA	high	7	8	1	POLR3A--LRMDA	NA	FALSE	arriba	NA	chr10:77969251-78029545	POLR3A--LRMDA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HCC1187|MIDEAS--PNMA1	NA	NA	NA	no_LR_pred	NA	HCC1187	MIDEAS	PNMA1	high	2	6	4	MIDEAS--PNMA1	NA	FALSE	arriba	NA	chr14:73711783-73714372	MIDEAS--PNMA1
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HCC1187|ACO1--HMGB3P23(327952),RNA5SP281(320446)	NA	NA	NA	no_LR_pred	NA	HCC1187	HMGB3P23(327952),RNA5SP281(320446)	ACO1	high	4	4	2	HMGB3P23(327952),RNA5SP281(320446)--ACO1	NA	FALSE	arriba	chr9:32384603-32454769	NA	HMGB3P23(327952),RNA5SP281(320446)--ACO1
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HCC1187|CD276--NPTN	NA	fusionseeker	1	unique_LR_pred	NPTN--CD276	HCC1187	NPTN	CD276	high	2	7	0	NPTN--CD276	HCC1187|NPTN--CD276	TRUE	arriba	chr15:73683966-73714518	chr15:73560014-73634134	NPTN--CD276
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HCC1187|CD2AP--RP11-157D6.2(40005),CD2AP-DT(39840)	NA	NA	NA	no_LR_pred	NA	HCC1187	CD2AP	RP11-157D6.2(40005),CD2AP-DT(39840)	high	1	4	3	CD2AP--RP11-157D6.2(40005),CD2AP-DT(39840)	NA	FALSE	arriba	chr6:47477789-47627263	NA	CD2AP--RP11-157D6.2(40005),CD2AP-DT(39840)
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HCC1187|LDLRAD4--RP11-520E6.1	NA	NA	NA	no_LR_pred	NA	HCC1187	LDLRAD4	RP11-520E6.1	high	0	6	1	LDLRAD4--RP11-520E6.1	NA	FALSE	arriba	chr18:13217498-13652755	NA	LDLRAD4--RP11-520E6.1
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HCC1187|LDLRAD4--RP11-520E6.1	NA	NA	NA	no_LR_pred	NA	HCC1187	LDLRAD4	RP11-520E6.1	high	0	2	2	LDLRAD4--RP11-520E6.1	NA	FALSE	arriba	chr18:13217498-13652755	NA	LDLRAD4--RP11-520E6.1
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HCC1187|LDLRAD4--RP11-520E6.1	NA	NA	NA	no_LR_pred	NA	HCC1187	LDLRAD4	RP11-520E6.1	high	1	0	1	LDLRAD4--RP11-520E6.1	NA	FALSE	arriba	chr18:13217498-13652755	NA	LDLRAD4--RP11-520E6.1
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HCC1187|LDLRAD4--RP11-520E6.1	NA	NA	NA	no_LR_pred	NA	HCC1187	LDLRAD4	RP11-520E6.1	high	1	0	1	LDLRAD4--RP11-520E6.1	NA	FALSE	arriba	chr18:13217498-13652755	NA	LDLRAD4--RP11-520E6.1
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HCC1187|LDLRAD4--RP11-520E6.1	NA	NA	NA	no_LR_pred	NA	HCC1187	LDLRAD4	RP11-520E6.1	high	1	0	1	LDLRAD4--RP11-520E6.1	NA	FALSE	arriba	chr18:13217498-13652755	NA	LDLRAD4--RP11-520E6.1
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HCC1187|AGPAT5--MCPH1-AS1	NA	NA	NA	no_LR_pred	NA	HCC1187	AGPAT5	MCPH1-AS1	high	2	3	2	AGPAT5--MCPH1-AS1	NA	FALSE	arriba	chr8:6708357-6759666	NA	AGPAT5--MCPH1-AS1
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HCC1187|CD2AP--RP11-157D6.2(5876),CD2AP-DT(73969)	NA	NA	NA	no_LR_pred	NA	HCC1187	CD2AP	RP11-157D6.2(5876),CD2AP-DT(73969)	high	3	0	4	CD2AP--RP11-157D6.2(5876),CD2AP-DT(73969)	NA	FALSE	arriba	chr6:47477789-47627263	NA	CD2AP--RP11-157D6.2(5876),CD2AP-DT(73969)
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HCC1187|RP11-97N19.3(142918),RP11-97N19.4(8938)--SLC24A3	NA	NA	NA	no_LR_pred	NA	HCC1187	SLC24A3	RP11-97N19.3(142918),RP11-97N19.4(8938)	high	2	3	2	SLC24A3--RP11-97N19.3(142918),RP11-97N19.4(8938)	NA	FALSE	arriba	NA	chr20:19212646-19722937	SLC24A3--RP11-97N19.3(142918),RP11-97N19.4(8938)
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HCC1187|GCNT2--OFCC1	NA	JAFFAL,LongGF,ctat-LR-fusion,fusionseeker,pbfusion	5	shared_LR_pred	GCNT2--OFCC1	HCC1187	GCNT2	OFCC1	high	1	3	2	GCNT2--OFCC1	HCC1187|GCNT2--OFCC1	TRUE	arriba	chr6:10492223-10629368	chr6:9596110-10211608	GCNT2--OFCC1
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HCC1187|HLA-DQB1--RP5-973N23.5	NA	NA	NA	no_LR_pred	NA	HCC1187	RP5-973N23.5	HLA-DQB1	high	3	2	0	RP5-973N23.5--HLA-DQB1	NA	FALSE	arriba	chr6:32659467-32668383	NA	RP5-973N23.5--HLA-DQB1
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HCC1187|LINC00623--PDE4DIPP2	NA	NA	NA	no_LR_pred	NA	HCC1187	LINC00623	PDE4DIPP2	high	0	4	1	LINC00623--PDE4DIPP2	NA	FALSE	arriba	NA	NA	LINC00623--PDE4DIPP2
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HCC1187|APOD--DYNLT2B	NA	NA	NA	no_LR_pred	NA	HCC1187	DYNLT2B	APOD	high	0	3	1	DYNLT2B--APOD	NA	FALSE	arriba	chr3:195568702-195584205	NA	DYNLT2B--APOD
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HCC1187|APOD--RP11-447L10.1	NA	fusionseeker	1	unique_LR_pred	APOD--RP11-447L10.1	HCC1187	RP11-447L10.1	APOD	high	0	3	1	RP11-447L10.1--APOD	HCC1187|APOD--RP11-447L10.1	TRUE	arriba	chr3:195568702-195584205	chr3:196248230-196318222	RP11-447L10.1--APOD
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HCC1187|ZNF135--ZNF274	NA	NA	NA	no_LR_pred	NA	HCC1187	ZNF274	ZNF135	high	0	1	1	ZNF274--ZNF135	NA	FALSE	arriba	chr19:58059239-58086310	chr19:58183029-58213562	ZNF274--ZNF135
